number,value,datetime_start,datetime_complete,duration,params_cat_class_weight_0_cb,params_cat_depth,params_cat_iterations,params_cat_l2_leaf_reg,params_cat_learning_rate,params_lgbm_colsample_bytree,params_lgbm_learning_rate,params_lgbm_max_depth,params_lgbm_n_estimators,params_lgbm_num_leaves,params_lgbm_reg_alpha,params_lgbm_reg_lambda,params_lgbm_scale_pos_weight,params_rf_max_depth,params_rf_min_samples_leaf,params_rf_n_estimators,params_smote_k_neighbors,params_w_cat,params_w_lgbm,params_w_rf,params_w_xgb,params_xgb_learning_rate,params_xgb_max_depth,params_xgb_n_estimators,params_xgb_scale_pos_weight,state
10,0.5175303861541133,2025-05-07 22:47:54.020316,2025-05-07 22:48:22.865065,0 days 00:00:28.844749,2.5424562465664495,10,150,2.9594973824301882,0.13431936694165347,0.5051449672188946,0.041124133447204066,10,50,12,0.03239920963695414,0.0017974706693897474,1.2750125997101103,15,2,125,4,1.2922211673634747,0.9117639097547072,1.9943770410069463,1.5547450793510298,0.13081808062389466,7,125,4.228302474975007,COMPLETE
11,0.5208989582324661,2025-05-07 22:48:22.865250,2025-05-07 22:48:54.249023,0 days 00:00:31.383773,2.5668811469307524,10,150,2.664627422951085,0.14899697352353258,0.5252213299022878,0.04409391197129417,10,50,12,0.02670244203522915,0.0014742637594103737,0.7390939142616175,15,3,125,4,1.34190834204302,0.8896782243529485,1.9888098956536975,1.5016417935542077,0.13706189409000202,7,125,4.144135767847526,COMPLETE
12,0.5169791555232822,2025-05-07 22:48:54.249235,2025-05-07 22:49:32.236678,0 days 00:00:37.987443,2.995444221366227,8,200,2.4739166258561403,0.006102613081029849,0.5820277679886148,0.056000069072821276,10,50,17,0.008662526266380968,0.0014301865937857794,0.8448957257051237,13,2,150,4,1.3521952766889807,0.7851421429944377,1.5274716485766762,1.4733105391126449,0.14234488853700822,6,125,0.6254838301435264,COMPLETE
13,0.5175658152732981,2025-05-07 22:49:32.236861,2025-05-07 22:49:52.179897,0 days 00:00:19.943036,3.131351235611921,9,100,2.3010988634843823,0.13977669472590193,0.5817049473161602,0.018191834885884713,9,100,37,0.10807016710242091,0.001706415299616405,2.7807456823005032,13,5,125,3,0.833648582131296,0.05126797642536851,1.4664839129265446,1.3449053615430724,0.014322114525373582,8,125,2.9224530568990277,COMPLETE
14,0.5141583959433649,2025-05-07 22:49:52.180107,2025-05-07 22:50:17.855855,0 days 00:00:25.675748,1.7000539794631488,10,125,3.307169700373085,0.008676905627017353,0.72011409451079,0.1487146964326183,8,100,70,0.00801086340108856,0.0006633126238011879,2.2051822476422775,11,4,150,3,1.4640650219138578,1.1075979086834928,1.7398401151338982,1.2718705887425488,0.06646563236749595,6,200,4.963240925615068,COMPLETE
15,0.514237030296817,2025-05-07 22:50:17.856025,2025-05-07 22:50:42.863275,0 days 00:00:25.007250,3.988239533431704,8,175,0.5159263646416397,0.031683137370322384,0.5565752448975478,0.06223107802433037,9,75,31,0.004004199701038091,0.008710482984540373,0.5024900668947714,14,4,225,5,0.4926203088405967,1.9824064443843001,1.273183829786283,1.5826521450027757,0.013934292200424558,8,150,2.1336219707403807,COMPLETE
16,0.0,2025-05-07 22:50:42.863450,2025-05-07 22:51:10.560923,0 days 00:00:27.697473,2.0290977360040254,9,125,1.851155196843229,0.009871500910694933,0.7039392959646639,0.017464937774032088,10,150,99,0.07745790270324894,0.5193714652763215,4.133113053704525,15,6,100,1,1.0482194218303778,0.7120416419374929,0.8596193264940901,0.7493349551349276,0.08494593132566432,5,100,1.7058692239692816,COMPLETE
17,0.5147970172756889,2025-05-07 22:51:10.561114,2025-05-07 22:51:33.098882,0 days 00:00:22.537768,3.9061779771014025,7,175,8.825116370503693,0.08139535253925777,0.6048015988570616,0.059159358140258404,7,250,40,0.2068953276665134,0.004949654532065256,2.2246972036824384,12,3,150,4,0.4784694068275425,1.2058345883085986,1.9722722271559199,1.176002511557042,0.02811551380437163,8,200,3.5548370713937905,COMPLETE
18,0.5110471647407079,2025-05-07 22:51:33.099053,2025-05-07 22:52:02.099730,0 days 00:00:29.000677,5.9302717771788025,10,125,3.3981658024194816,0.025311453117884675,0.5543024787172945,0.022183505574749192,9,125,12,0.013099682461373855,0.0006028793626741486,3.6164809731185255,13,5,175,2,1.5480818064723099,0.7190590279191402,1.6809531394901436,0.424889789872123,0.012067264931903564,6,150,5.106524627926496,COMPLETE
19,0.5143031184441277,2025-05-07 22:52:02.099909,2025-05-07 22:52:25.438914,0 days 00:00:23.339005,7.555285288593419,9,75,0.7444231780388662,0.04371448253947328,0.809377298679103,0.0375635029199106,7,75,70,0.0022045254125683334,0.0038083058420248467,1.6946410236573288,10,2,50,5,1.227599748401939,0.25779945943843097,1.2848742734674654,0.8937542536906069,0.09062664997233037,7,100,6.015267166416206,COMPLETE
20,0.5131839565264021,2025-05-07 22:52:25.439161,2025-05-07 22:52:40.383600,0 days 00:00:14.944439,3.516922500588707,7,200,1.7091595689391754,0.02321360269476378,0.6948470044818753,0.08891274029739372,9,175,93,0.2712622329271834,0.027366415978458354,3.024857604980289,14,11,100,3,0.9099030990047796,1.04026825484118,0.8895533786321503,1.8583880777021844,0.019741179968232235,5,225,4.209985386090631,COMPLETE
21,0.5131158663861232,2025-05-07 22:52:40.383766,2025-05-07 22:53:02.141763,0 days 00:00:21.757997,3.024792428766728,9,100,2.5796346785742648,0.14712317899034894,0.5531375239317615,0.019657834108832938,10,100,38,0.10947900450836073,0.0012048629820193247,2.3618411658876477,13,4,125,3,0.09298148441298121,0.06810219669683748,1.5476487730214965,1.3718907753867182,0.012082951086305844,8,125,2.405028255281103,COMPLETE
22,0.5167086502457908,2025-05-07 22:53:02.141935,2025-05-07 22:53:22.737080,0 days 00:00:20.595145,1.6095166327938335,10,75,1.9949980863441419,0.09813702736753688,0.5969104585726733,0.013196877909915012,9,125,23,0.025269236750107095,0.0005083756721388037,1.5090203165684908,14,6,125,3,0.6878024926830156,0.10687528760393705,1.305285422192608,1.6240156925877973,0.017492503255211213,9,125,3.308930887618961,COMPLETE
23,0.51475311981085,2025-05-07 22:53:22.737272,2025-05-07 22:53:51.376929,0 days 00:00:28.639657,4.499258579763303,9,150,3.9061147392026827,0.11305724680279726,0.6475727038134068,0.02592490484981057,10,50,47,0.087080551382696,0.003274794119353152,2.833166042661919,12,3,175,4,0.279406592939057,0.3476626318395691,1.4418902638734967,1.3051386922503463,0.009811019422053964,8,100,2.8700072415994997,COMPLETE
24,0.0,2025-05-07 22:53:51.377093,2025-05-07 22:54:22.097105,0 days 00:00:30.720012,2.8219327173861197,10,125,5.172466416425842,0.06678520734195095,0.5298216438357184,0.016084900675384456,9,100,64,0.020288131266939857,0.0001270804258174395,4.950159543629099,14,5,75,2,0.947658694345334,0.6030147761173267,1.7608820772583431,1.2129038675375987,0.034861197542635676,7,150,1.3876477751956848,COMPLETE
25,0.5228201384395655,2025-05-07 22:54:22.097273,2025-05-07 22:54:45.205658,0 days 00:00:23.108385,6.000623291359422,8,75,2.281937544325102,0.10484715873767372,0.6121420536179302,0.005073070346196962,8,75,28,0.0029373937005280704,0.0210841242590164,0.5424278180201914,11,3,125,5,1.1775455692922865,0.785385172147718,1.863947486192453,1.6511294601724686,0.015105403012205754,10,125,0.6253213508459368,COMPLETE
26,0.5202793573956227,2025-05-07 22:54:45.205816,2025-05-07 22:55:13.251437,0 days 00:00:28.045621,6.147331667027355,8,75,1.5626054922976245,0.09391510901499893,0.6141063646848169,0.04135091994130314,8,75,24,0.002442078910833871,0.0320712078370404,0.6064799806584574,11,2,225,5,1.1737068640670907,0.8347659571330437,1.8955538232468307,1.7271327303184143,0.022436633043422714,10,150,1.3244659619431984,COMPLETE
27,0.5157963893153606,2025-05-07 22:55:13.251603,2025-05-07 22:55:30.071437,0 days 00:00:16.819834,6.526949066702659,8,75,1.5812123796024864,0.10048195874198557,0.6099058444725641,0.0453303695290882,7,75,23,0.0001648075965360065,0.03274268080080912,0.5105952542020322,9,3,150,6,1.132192285980287,0.8591838036194857,1.883309648591423,1.7533967666460468,0.023194755221137075,10,100,0.7899576968717279,COMPLETE
28,0.0,2025-05-07 22:55:30.071697,2025-05-07 22:55:55.250642,0 days 00:00:25.178945,6.187893544665757,7,75,0.9649637635996959,0.11028407855927226,0.7332615189955319,0.0054401945144789,8,50,11,0.0009664883199105398,0.8745012674735775,1.5566582886357867,11,7,75,5,1.4507009708237184,1.1293035284489097,1.6485759131186217,1.99407681550573,0.005009282463167776,10,175,0.6885845769055562,COMPLETE
